1.200,2.961,2.169,0.949,3.995
1.143,3.376,2.418,0.681,3.474
1.275,2.956,2.132,0.765,4.305
1.254,2.927,2.122,0.546,4.386
1.136,3.249,2.347,0.000,3.726
1.283,2.987,2.218,0.659,4.432
1.337,3.108,2.278,0.584,4.052
1.358,3.047,2.268,0.481,4.225
1.338,3.176,2.301,0.403,4.165
1.382,3.402,1.912,0.000,4.222
1.435,3.309,1.983,0.000,4.327
1.400,3.025,2.350,0.000,4.510
1.386,3.047,2.466,0.000,4.460
1.438,3.095,2.510,0.000,4.492
1.482,3.148,2.510,0.000,4.587
1.485,3.232,2.499,0.000,4.463
1.521,3.256,2.539,0.000,4.497
0.732,3.261,2.649,0.571,4.411
1.508,3.230,2.538,0.000,8.301
1.057,3.353,2.605,0.000,8.196
1.471,3.435,2.039,0.000,8.257
0.725,3.623,2.205,0.000,7.962
1.423,3.565,2.070,0.000,7.770
1.008,3.613,2.178,0.000,7.949
1.837,3.866,2.598,0.000,8.132
0.923,3.438,2.093,0.000,7.857
0.000,3.592,2.125,0.000,8.296
1.256,3.548,2.128,0.000,8.445
1.001,3.333,2.239,0.000,7.941
1.198,3.237,2.382,0.000,8.127
0.952,3.155,2.721,0.866,7.917
0.908,3.132,2.744,0.968,8.100
0.825,3.009,2.735,0.963,7.921
0.000,4.144,3.594,0.209,8.002
1.022,3.350,2.243,0.774,7.987
1.170,3.486,2.289,0.264,8.085
1.158,3.313,2.255,0.000,7.879
1.154,3.533,2.307,0.000,7.958
1.144,3.680,2.419,0.000,7.825
0.800,3.488,2.435,0.000,7.755
0.838,3.724,2.545,0.000,7.876
0.750,3.568,3.034,0.000,7.852
0.000,3.645,3.096,0.000,7.745
0.000,3.553,2.555,0.000,7.546
0.904,3.089,2.375,0.000,9.585
0.000,0.000,4.904,0.000,8.695
0.398,14.091,0.000,0.000,0.000
1.329,7.567,0.000,0.000,7.429
1.870,5.602,6.142,2.604,7.034
0.000,5.501,7.148,7.183,6.395
1.739,0.000,7.145,0.000,5.004
0.854,6.546,0.000,0.000,8.117
0.000,5.762,0.000,0.000,6.456
0.000,0.000,10.393,0.000,5.825
0.000,0.000,51.294,0.000,0.000
0.000,0.000,11.717,0.000,0.000
0.000,5.391,10.971,1.461,0.000
0.000,3.718,7.835,2.096,0.000
0.000,7.517,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,5.227,5.644,0.000
0.000,0.000,8.060,6.482,0.000
0.000,7.817,0.000,0.000,0.000
0.000,0.000,0.000,7.984,0.000
0.000,1.621,4.587,5.353,0.000
0.000,0.000,4.434,0.000,0.000
0.000,0.000,0.000,4.960,0.000
0.000,0.000,0.000,4.817,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,5.283,0.000
0.000,0.000,0.000,0.000,2.033
0.000,0.000,0.000,5.861,1.809
0.000,0.000,0.000,4.393,1.156
0.000,0.000,0.000,0.000,2.053
0.000,0.000,0.000,0.000,1.248
0.000,0.000,0.000,5.844,0.758
0.000,0.366,0.000,0.000,1.762
0.000,0.070,0.000,0.000,1.252
0.000,0.000,0.000,4.964,0.733
0.000,0.000,0.000,0.000,1.035
0.000,0.000,0.000,0.000,0.327
0.000,0.000,0.000,0.000,0.154
0.000,0.000,0.000,0.000,0.014
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.446,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.872,0.000
0.000,0.000,0.000,0.618,0.000
0.000,0.000,0.000,0.341,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,2.252
0.000,0.000,0.000,0.000,1.312
0.000,0.000,0.000,0.000,0.533
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,4.182,0.000,0.000
0.000,0.000,4.158,0.000,0.000
0.000,0.000,4.153,0.000,0.000
0.000,0.000,4.164,0.000,0.000
0.000,0.000,4.174,0.000,0.000
0.000,0.000,4.175,0.000,0.000
0.000,0.000,4.174,0.000,0.000
0.000,0.000,4.175,0.000,0.000
0.000,0.000,4.177,0.000,0.000
0.000,0.000,4.180,0.000,0.000
0.000,0.000,4.181,0.000,0.000
0.000,0.000,4.174,0.000,0.000
0.000,0.000,4.192,0.000,0.000
0.000,0.000,4.196,0.000,0.000
0.000,0.000,4.191,0.000,0.000
0.000,0.000,4.189,0.000,0.000
0.000,0.000,4.190,0.000,0.000
0.000,0.000,4.192,0.000,0.000
0.000,0.000,4.193,0.000,0.000
0.000,0.000,4.166,0.000,0.000
0.000,0.000,4.201,0.000,0.000
0.000,0.000,4.213,0.000,0.000
0.000,0.000,4.204,0.000,0.000
0.000,0.000,4.194,0.000,0.000
0.000,0.000,4.185,0.000,0.000
0.000,0.000,4.206,0.000,0.000
0.000,0.000,4.112,0.000,0.000
0.000,0.000,4.129,0.000,0.000
0.000,0.000,4.189,0.000,0.000
0.000,0.000,4.218,0.000,0.000
0.000,0.000,4.224,0.000,0.000
0.000,0.000,4.214,0.000,0.000
0.000,0.000,4.208,0.000,0.000
0.000,0.000,4.209,0.000,0.000
0.000,0.000,4.213,0.000,0.000
0.000,0.000,4.215,0.000,0.000
0.000,0.000,4.214,0.000,0.000
0.000,0.000,4.214,0.000,0.000
0.000,0.000,4.214,0.000,0.000
0.000,0.000,4.215,0.000,0.000
0.000,0.000,4.216,0.000,0.000
0.000,0.000,4.216,0.000,0.000
0.000,0.000,4.217,0.000,0.000
0.000,0.000,4.217,0.000,0.000
0.000,0.000,4.217,0.000,0.000
0.000,0.000,4.218,0.000,0.000
0.000,0.000,4.218,0.000,0.000
0.000,0.000,4.215,0.000,0.000
0.000,0.000,4.219,0.000,0.000
0.000,0.000,4.222,0.000,0.000
0.000,0.000,4.221,0.000,0.000
0.000,0.000,4.219,0.000,0.000
0.000,0.000,4.217,0.000,0.000
0.000,0.000,4.219,0.000,0.000
0.000,0.000,4.219,0.000,0.000
0.000,0.000,4.216,0.000,0.000
0.000,0.000,4.222,0.000,0.000
0.000,0.000,4.225,0.000,0.000
0.000,0.000,4.223,0.000,0.000
0.000,0.000,4.218,0.000,0.000
0.000,0.000,4.217,0.000,0.000
0.000,0.000,4.218,0.000,0.000
0.000,0.000,4.218,0.000,0.000
0.000,0.000,4.215,0.000,0.000
0.000,0.000,4.225,0.000,0.000
